UNIQUENESS INDEX,NAME,Background ID,Skull Gene,Hair Gene,Eyes Gene,Nose Gene,Teeth Gene,Bones Gene,Beard Gene,token_id,feature
12,Gaabauz,#80,#11,#11,#57,#3,#1,#8,#8,8113,
12,Drumois,#1,#1,#82,#67,#1,#2,#5,#8,8114,
22,Raumfouchu,#117,#2,#59,#58,#6,#6,#15,#8,8115,
25,Boidrautteaz,#20,#10,#122,#17,#0,#5,#15,#8,8116,
22,Nethra,#105,#5,#79,#67,#5,#9,#15,#8,8117,
12,Promauhr,#119,#5,#108,#10,#5,#1,#13,#8,8118,
25,Greagroussarr,#95,#8,#122,#56,#5,#3,#15,#8,8119,
22,Zajekril,#117,#9,#81,#55,#0,#4,#15,#8,8120,
22,Croihalmec,#29,#3,#49,#0,#2,#5,#15,#8,8121,
22,Yaatriuxuz,#118,#2,#121,#57,#0,#10,#15,#8,8122,
22,Rexxiharm,#7,#6,#104,#78,#1,#1,#15,#8,8123,
22,Chagnugi,#20,#10,#76,#74,#2,#0,#15,#8,8124,
11,Ealphiu,#27,#8,#24,#67,#5,#0,#15,#0,8125,
22,Junrigrir,#41,#11,#28,#21,#5,#5,#15,#8,8126,
12,Laurlis,#102,#6,#43,#20,#2,#1,#2,#8,8127,
22,Narkisen,#30,#5,#116,#59,#4,#5,#15,#8,8128,
11,Gruguursaw,#127,#13,#39,#24,#2,#7,#15,#7,8129,
11,Uhrea,#100,#9,#44,#11,#2,#10,#15,#2,8130,
11,Vaurtaanthorm,#103,#4,#6,#53,#7,#7,#15,#0,8131,
12,Shiatruthan,#91,#7,#40,#55,#3,#10,#4,#8,8132,
22,Errik,#111,#13,#73,#71,#7,#0,#15,#8,8133,
22,Pokholturm,#99,#4,#100,#5,#1,#6,#15,#8,8134,
5,Bhekhiuz,#71,#14,#122,#14,#7,#6,#9,#2,8135,
12,Shraorphiul,#54,#8,#3,#60,#0,#9,#7,#8,8136,
15,Khelthethri,#82,#2,#122,#15,#7,#0,#15,#2,8137,
12,Igirm,#110,#8,#50,#74,#0,#0,#9,#8,8138,
22,Krizzu,#95,#10,#51,#86,#3,#6,#15,#8,8139,
12,Friathiuttuu,#125,#7,#65,#56,#7,#10,#4,#8,8140,
22,Mothriu,#62,#2,#93,#23,#4,#8,#15,#8,8141,
25,Piacuni,#58,#13,#122,#62,#7,#0,#15,#8,8142,
12,Dozeje,#95,#5,#85,#16,#1,#4,#9,#8,8143,
25,Taunris,#44,#1,#122,#78,#6,#8,#15,#8,8144,
11,Shiashioddiu,#88,#7,#81,#46,#3,#1,#15,#5,8145,
22,Hongiontek,#82,#12,#51,#21,#6,#10,#15,#8,8146,
22,Thuzzu,#36,#11,#101,#1,#7,#8,#15,#8,8147,
25,Doungol,#69,#2,#122,#55,#5,#3,#15,#8,8148,
16,Abrazioth,#90,#11,#122,#7,#2,#6,#3,#8,8149,
16,Biaphou,#4,#2,#122,#4,#0,#8,#3,#8,8150,
22,Xagnantik,#14,#11,#32,#50,#7,#9,#15,#8,8151,
22,Srantiris,#29,#9,#71,#61,#0,#4,#15,#8,8152,
22,Phiundra,#57,#0,#36,#85,#0,#0,#15,#8,8153,
22,Thoungaannoh,#107,#4,#107,#70,#6,#8,#15,#8,8154,
25,Xommex,#8,#6,#122,#23,#5,#5,#15,#8,8155,
22,Ogow,#85,#0,#67,#25,#0,#6,#15,#8,8156,
22,Wruuhehrath,#14,#2,#67,#58,#5,#6,#15,#8,8157,
12,Zoulialphiu,#75,#2,#121,#77,#1,#8,#10,#8,8158,
11,Duubhea,#128,#14,#64,#82,#5,#3,#15,#5,8159,
22,Crephiz,#103,#8,#66,#11,#3,#4,#15,#8,8160,
22,Vruhurr,#99,#8,#67,#31,#0,#2,#15,#8,8161,
22,Memluullu,#27,#12,#40,#48,#3,#2,#15,#8,8162,
11,Nekhixohr,#82,#7,#21,#57,#1,#4,#15,#7,8163,
12,Daciknew,#49,#3,#77,#53,#0,#6,#4,#8,8164,
12,Noissennuus,#30,#4,#15,#68,#4,#8,#10,#8,8165,
22,Slemmekac,#44,#11,#22,#11,#1,#4,#15,#8,8166,
12,Huulphiul,#53,#6,#102,#46,#5,#4,#0,#8,8167,
22,Thonrihex,#101,#4,#114,#4,#2,#3,#15,#8,8168,
22,Apharik,#17,#4,#31,#62,#6,#9,#15,#8,8169,
22,Srirsil,#30,#2,#40,#40,#0,#9,#15,#8,8170,
25,Xaantibran,#123,#14,#122,#46,#1,#6,#15,#8,8171,
22,Guthoin,#112,#2,#47,#70,#3,#0,#15,#8,8172,
12,Driodiurreaz,#57,#1,#33,#62,#1,#10,#5,#8,8173,
25,Llauchuulphe,#36,#10,#122,#19,#7,#0,#15,#8,8174,
2,Sthiphriuh,#107,#0,#52,#68,#1,#7,#1,#5,8175,
22,Sidrohr,#0,#0,#36,#34,#0,#2,#15,#8,8176,
22,Dizil,#50,#4,#92,#15,#6,#9,#15,#8,8177,
11,Llaabaosthaon,#117,#1,#52,#33,#2,#8,#15,#3,8178,
22,Kutorposs,#21,#1,#28,#26,#2,#4,#15,#8,8179,
22,Dhaxaol,#125,#11,#76,#56,#2,#7,#15,#8,8180,
25,Chukrurpun,#108,#3,#122,#35,#3,#9,#15,#8,8181,
22,Wrendagew,#118,#7,#120,#75,#7,#0,#15,#8,8182,
22,Khiaxtruu,#65,#14,#94,#26,#5,#7,#15,#8,8183,
25,Zelfuustroz,#79,#9,#122,#87,#5,#2,#15,#8,8184,
12,Zealphuulphios,#25,#14,#109,#64,#1,#10,#0,#8,8185,
25,Frittouz,#80,#5,#122,#74,#5,#6,#15,#8,8186,
22,Verokna,#108,#4,#86,#85,#4,#10,#15,#8,8187,
22,Yuthriorki,#10,#5,#114,#56,#3,#9,#15,#8,8188,
15,Crolruriss,#26,#10,#122,#27,#3,#4,#15,#1,8189,
25,Dalmikkorm,#6,#12,#122,#24,#1,#2,#15,#8,8190,
25,Puhron,#0,#12,#122,#3,#2,#6,#15,#8,8191,
22,Subossiac,#0,#9,#49,#58,#7,#5,#15,#8,8192,
22,Sthrimmaszerth,#19,#10,#114,#32,#5,#1,#15,#8,8193,
12,Xizzurth,#120,#5,#114,#6,#3,#9,#10,#8,8194,
22,Vobrou,#110,#7,#66,#79,#2,#6,#15,#8,8195,
22,Thriddoith,#24,#2,#2,#24,#1,#5,#15,#8,8196,
22,Sthrezzu,#64,#13,#83,#7,#0,#8,#15,#8,8197,
22,Xaalmaazzez,#35,#10,#6,#73,#3,#10,#15,#8,8198,
22,Ghodrociuk,#27,#10,#93,#13,#5,#8,#15,#8,8199,
22,Merraxtruth,#48,#11,#3,#79,#2,#7,#15,#8,8200,
22,Bitri,#74,#12,#47,#13,#5,#5,#15,#8,8201,
22,Ephuphrun,#57,#14,#84,#18,#5,#8,#15,#8,8202,
11,Liuddeanuus,#97,#0,#15,#87,#4,#10,#15,#3,8203,
22,Tiuthaon,#20,#3,#36,#80,#7,#4,#15,#8,8204,
12,Staulfeata,#111,#10,#76,#76,#5,#9,#6,#8,8205,
12,Gukhuurm,#101,#9,#74,#5,#5,#1,#12,#8,8206,
25,Urchaotour,#128,#14,#122,#9,#7,#3,#15,#8,8207,
22,Ciube,#58,#7,#42,#48,#2,#2,#15,#8,8208,
12,Draudiatio,#2,#9,#27,#58,#0,#6,#7,#8,8209,
25,Prizal,#32,#4,#122,#48,#6,#8,#15,#8,8210,
12,Githrarth,#93,#2,#17,#66,#1,#3,#7,#8,8211,
22,Sroublihr,#11,#10,#28,#82,#5,#3,#15,#8,8212,
22,Uukraobuul,#63,#11,#110,#24,#1,#9,#15,#8,8213,
22,Goushuuldi,#111,#6,#83,#40,#0,#8,#15,#8,8214,
22,Dheagaohuuz,#113,#9,#23,#33,#3,#10,#15,#8,8215,
2,Hiudraon,#48,#5,#121,#12,#4,#6,#4,#1,8216,
22,Strighos,#15,#7,#19,#87,#3,#4,#15,#8,8217,
16,Thriruuz,#29,#14,#122,#20,#2,#7,#13,#8,8218,
26,Riknar,#43,#0,#122,#68,#2,#0,#15,#8,8219,Game Token
12,Balfioz,#122,#14,#105,#87,#1,#0,#12,#8,8220,
25,Chilthoimmeth,#131,#10,#122,#14,#2,#6,#15,#8,8221,
22,Khiozzu,#109,#13,#26,#83,#4,#2,#15,#8,8222,
25,Vekha,#54,#11,#122,#47,#2,#7,#15,#8,8223,
25,Plealaullaoz,#16,#7,#122,#59,#1,#3,#15,#8,8224,
12,Coillaukroih,#0,#14,#7,#61,#3,#0,#0,#8,8225,
15,Alfaogith,#93,#12,#122,#14,#2,#3,#15,#0,8226,
22,Chuustrausthiul,#59,#8,#118,#37,#6,#2,#15,#8,8227,
22,Slauxhirrea,#130,#11,#21,#4,#2,#6,#15,#8,8228,
25,Coimaos,#124,#5,#122,#17,#6,#0,#15,#8,8229,
15,Kharzarth,#15,#11,#122,#85,#6,#3,#15,#0,8230,
25,Tejegral,#127,#3,#122,#61,#5,#8,#15,#8,8231,
12,Inru,#16,#11,#92,#71,#6,#9,#4,#8,8232,
25,Krizastrar,#112,#10,#122,#59,#2,#2,#15,#8,8233,
22,Xiottuukhiol,#109,#11,#38,#27,#1,#2,#15,#8,8234,
12,Liagnizatt,#59,#3,#23,#80,#0,#3,#9,#8,8235,
12,Bakrerm,#129,#3,#70,#2,#6,#4,#4,#8,8236,
12,Wraddath,#117,#6,#25,#23,#0,#1,#10,#8,8237,
22,Suukheasiol,#40,#1,#89,#61,#1,#7,#15,#8,8238,
26,Pagrushec,#68,#1,#122,#58,#2,#8,#15,#8,8239,Game Token
22,Sthuultholmec,#62,#0,#35,#69,#7,#5,#15,#8,8240,
12,Yelfuss,#96,#4,#79,#40,#1,#3,#8,#8,8241,
22,Slognalfeatt,#93,#11,#64,#35,#7,#7,#15,#8,8242,
25,Chartis,#55,#1,#122,#4,#0,#2,#15,#8,8243,
26,Zeaddu,#7,#5,#122,#0,#1,#0,#15,#8,8244,Game Token
11,Bleamlithrius,#22,#13,#66,#31,#0,#8,#15,#5,8245,
22,Zacastra,#127,#9,#57,#75,#7,#7,#15,#8,8246,
22,Parsew,#103,#5,#36,#71,#5,#1,#15,#8,8247,
22,Criokrorth,#60,#5,#77,#5,#0,#6,#15,#8,8248,
25,Zarzhex,#9,#12,#122,#25,#5,#10,#15,#8,8249,
12,Iagraa,#78,#7,#59,#62,#5,#1,#11,#8,8250,
15,Slortabith,#34,#5,#122,#60,#0,#10,#15,#5,8251,
25,Waobhoi,#22,#0,#122,#65,#4,#5,#15,#8,8252,
2,Golrecez,#47,#7,#25,#52,#0,#7,#12,#1,8253,
26,Friobruunu,#29,#2,#122,#73,#2,#6,#15,#8,8254,Game Token
22,Sloulphunsauth,#85,#2,#31,#24,#7,#4,#15,#8,8255,
25,Diaroi,#4,#10,#122,#2,#5,#6,#15,#8,8256,
22,Wraattiu,#33,#8,#82,#52,#4,#5,#15,#8,8257,
5,Archirm,#96,#4,#122,#74,#7,#1,#3,#1,8258,
22,Tealoiz,#120,#8,#21,#18,#3,#3,#15,#8,8259,
22,Ozzurr,#57,#2,#28,#43,#0,#6,#15,#8,8260,
26,Siuphriuh,#7,#2,#122,#61,#1,#0,#15,#8,8261,Game Token
13,Uszeak,#60,#12,#91,#87,#2,#5,#9,#8,8262,
22,Strelthu,#55,#1,#59,#87,#7,#8,#15,#8,8263,
22,Phraatao,#100,#5,#3,#25,#7,#0,#15,#8,8264,
12,Prauchuh,#23,#7,#0,#38,#5,#5,#6,#8,8265,
22,Wraulfettio,#79,#14,#68,#35,#2,#2,#15,#8,8266,
12,Sluuchiarlaoh,#31,#8,#23,#83,#4,#5,#4,#8,8267,
22,Nirzac,#32,#3,#22,#40,#0,#1,#15,#8,8268,
25,Kaobbiuni,#31,#3,#122,#73,#5,#0,#15,#8,8269,
22,Brelthi,#38,#5,#79,#84,#7,#2,#15,#8,8270,
22,Troiphibruhr,#52,#3,#12,#9,#5,#4,#15,#8,8271,
22,Darzha,#115,#12,#6,#31,#0,#9,#15,#8,8272,
25,Sthearragniath,#109,#7,#122,#68,#4,#8,#15,#8,8273,
22,Mobhuu,#66,#2,#19,#79,#0,#5,#15,#8,8274,
11,Thashurr,#95,#2,#52,#18,#7,#9,#15,#7,8275,
25,Landun,#89,#4,#122,#14,#0,#4,#15,#8,8276,
11,Throxtrec,#34,#2,#74,#24,#1,#8,#15,#3,8277,
22,Yialforpho,#67,#7,#99,#61,#4,#10,#15,#8,8278,
16,Ghiszi,#121,#2,#122,#19,#3,#0,#2,#8,8279,
22,Zendraah,#66,#6,#120,#60,#4,#1,#15,#8,8280,
22,Pantix,#130,#10,#18,#3,#4,#2,#15,#8,8281,
12,Otruuc,#55,#11,#55,#17,#7,#6,#1,#8,8282,
22,Doria,#56,#0,#120,#86,#7,#10,#15,#8,8283,
12,Jauhea,#112,#13,#114,#71,#5,#8,#4,#8,8284,
22,Riachoin,#4,#4,#37,#14,#4,#1,#15,#8,8285,
22,Irpez,#18,#14,#35,#55,#1,#7,#15,#8,8286,
25,Threarlial,#131,#3,#122,#20,#4,#5,#15,#8,8287,
22,Axxiril,#36,#6,#47,#36,#0,#9,#15,#8,8288,
22,Mitehar,#66,#3,#9,#52,#4,#5,#15,#8,8289,
22,Sejiz,#59,#1,#94,#88,#7,#2,#15,#8,8290,
15,Xithaaziaz,#41,#6,#122,#67,#3,#3,#15,#1,8291,
26,Grarkukroth,#100,#1,#122,#24,#2,#10,#15,#8,8292,Game Token
22,Bleanni,#52,#1,#68,#73,#3,#8,#15,#8,8293,
16,Chialniulmis,#108,#10,#122,#24,#7,#0,#1,#8,8294,
25,Daarnalme,#13,#10,#122,#32,#6,#9,#15,#8,8295,
22,Kabraaw,#110,#5,#60,#4,#4,#7,#15,#8,8296,
22,Huuldoulnoil,#3,#7,#26,#47,#7,#3,#15,#8,8297,
22,Strethrarr,#84,#2,#63,#43,#3,#10,#15,#8,8298,
22,Xoggel,#61,#8,#31,#53,#1,#8,#15,#8,8299,
22,Khezzu,#108,#0,#63,#77,#2,#7,#15,#8,8300,
22,Siuda,#12,#8,#114,#55,#2,#9,#15,#8,8301,
25,Yoissoiszuul,#106,#2,#122,#48,#1,#2,#15,#8,8302,
2,Thriuszointah,#56,#0,#88,#86,#7,#5,#6,#1,8303,
22,Viuthrau,#103,#7,#91,#88,#3,#2,#15,#8,8304,
22,Sthronseache,#35,#2,#77,#55,#2,#4,#15,#8,8305,
22,Bloltheshir,#25,#1,#86,#55,#0,#6,#15,#8,8306,
12,Truker,#118,#11,#79,#13,#4,#1,#14,#8,8307,
25,Drexxeakrauth,#46,#0,#122,#0,#4,#7,#15,#8,8308,
12,Prusson,#10,#11,#53,#87,#1,#7,#11,#8,8309,
16,Wabheammouth,#43,#0,#122,#80,#4,#0,#0,#8,8310,
22,Pighaoz,#0,#7,#51,#55,#7,#10,#15,#8,8311,
12,Slokkumez,#19,#5,#30,#9,#4,#5,#4,#8,8312,
25,Thihlias,#54,#10,#122,#40,#4,#0,#15,#8,8313,
12,Praggurr,#12,#9,#0,#59,#4,#9,#14,#8,8314,
12,Plexeamfois,#106,#8,#91,#39,#3,#6,#10,#8,8315,
12,Zaomuphrao,#74,#7,#68,#88,#6,#0,#9,#8,8316,
16,Xolmukhurm,#106,#5,#122,#17,#7,#3,#11,#8,8317,
25,Phaabiohraun,#119,#7,#122,#62,#7,#6,#15,#8,8318,
11,Frioxiuhrau,#38,#11,#49,#32,#7,#6,#15,#7,8319,
22,Elmeldaz,#88,#0,#86,#36,#3,#6,#15,#8,8320,
22,Draxurth,#75,#1,#14,#2,#6,#7,#15,#8,8321,
12,Plaldaugrol,#4,#2,#102,#21,#7,#7,#3,#8,8322,
12,Ighudroi,#70,#3,#100,#7,#2,#7,#13,#8,8323,
12,Gojuk,#52,#14,#12,#24,#2,#0,#7,#8,8324,
25,Thohaltar,#1,#11,#122,#30,#4,#3,#15,#8,8325,
22,Oulmechoin,#0,#1,#9,#42,#6,#4,#15,#8,8326,
11,Dalthi,#74,#12,#67,#3,#1,#8,#15,#5,8327,
26,Auxeshin,#4,#8,#122,#36,#3,#10,#15,#8,8328,Game Token
25,Phruuka,#0,#2,#122,#54,#0,#3,#15,#8,8329,
11,Vioxtraabric,#34,#4,#37,#27,#1,#7,#15,#2,8330,
11,Meansolmeath,#31,#4,#23,#14,#2,#3,#15,#3,8331,
22,Zuthigguz,#85,#10,#67,#45,#3,#1,#15,#8,8332,
5,Sliaxhiochoth,#33,#5,#122,#56,#7,#7,#9,#2,8333,
12,Custhol,#13,#8,#60,#59,#2,#0,#14,#8,8334,
22,Rilthiszan,#96,#13,#80,#39,#3,#6,#15,#8,8335,
12,Thiakhaaz,#40,#5,#58,#86,#5,#10,#0,#8,8336,
22,Xucis,#0,#7,#67,#73,#4,#8,#15,#8,8337,
12,Bhulaukao,#108,#12,#37,#84,#6,#2,#2,#8,8338,
22,Sthealmuhruun,#12,#3,#95,#65,#7,#8,#15,#8,8339,
16,Llamlioxhao,#93,#7,#122,#40,#2,#3,#12,#8,8340,
25,Erriulfuuth,#31,#8,#122,#24,#3,#7,#15,#8,8341,
12,Prabbennal,#82,#9,#60,#56,#4,#3,#3,#8,8342,
25,Riknarchol,#52,#8,#122,#63,#5,#4,#15,#8,8343,
22,Brilthozux,#64,#0,#8,#78,#2,#6,#15,#8,8344,
26,Tioszea,#30,#11,#122,#34,#2,#0,#15,#8,8345,Game Token
22,Thertalde,#105,#14,#61,#7,#6,#1,#15,#8,8346,
25,Droukhoi,#115,#0,#122,#61,#0,#10,#15,#8,8347,
22,Xamuu,#112,#3,#74,#38,#7,#1,#15,#8,8348,
25,Olrass,#87,#8,#122,#68,#5,#3,#15,#8,8349,
22,Bolreltaox,#56,#7,#60,#45,#0,#3,#15,#8,8350,
22,Thonthizis,#116,#2,#17,#64,#5,#3,#15,#8,8351,
22,Slaastroth,#87,#5,#95,#28,#6,#1,#15,#8,8352,
25,Criaxxiol,#36,#2,#122,#65,#7,#6,#15,#8,8353,
22,Thuguuth,#114,#2,#75,#17,#4,#10,#15,#8,8354,
25,Thirdarten,#76,#11,#122,#0,#7,#10,#15,#8,8355,
12,Trarpuustro,#67,#13,#110,#14,#3,#5,#12,#8,8356,
12,Vaoszok,#40,#14,#118,#79,#7,#2,#13,#8,8357,
12,Ruxxeghur,#99,#6,#99,#83,#3,#0,#4,#8,8358,
25,Vrathetran,#34,#0,#122,#74,#1,#8,#15,#8,8359,
25,Gatril,#115,#14,#122,#56,#6,#6,#15,#8,8360,
2,Tuntiu,#66,#6,#118,#69,#1,#4,#7,#6,8361,
15,Jaobioth,#91,#4,#122,#79,#7,#1,#15,#4,8362,
25,Pluuldiakiol,#120,#0,#122,#30,#5,#3,#15,#8,8363,
16,Halnaostrias,#71,#6,#122,#37,#2,#4,#8,#8,8364,
25,Slablox,#54,#4,#122,#52,#2,#6,#15,#8,8365,
22,Taacituw,#90,#6,#87,#2,#4,#3,#15,#8,8366,
22,Glommeath,#36,#11,#97,#40,#1,#0,#15,#8,8367,
22,Grurdiphroirth,#66,#5,#32,#25,#6,#3,#15,#8,8368,
22,Keaphoubhaah,#106,#11,#1,#6,#3,#5,#15,#8,8369,
22,Shraasontho,#110,#9,#27,#5,#0,#6,#15,#8,8370,
22,Wemliuz,#87,#11,#88,#78,#6,#9,#15,#8,8371,
25,Prubiahli,#79,#1,#122,#44,#1,#5,#15,#8,8372,
22,Brindolra,#105,#2,#117,#51,#4,#3,#15,#8,8373,
11,Iuhe,#20,#7,#6,#50,#4,#7,#15,#5,8374,
22,Iursubuhr,#13,#8,#28,#21,#5,#9,#15,#8,8375,
25,Wremmoi,#27,#1,#122,#29,#5,#5,#15,#8,8376,
16,Idrunaun,#68,#9,#122,#87,#4,#10,#14,#8,8377,
25,Oimfiukriu,#14,#10,#122,#65,#1,#8,#15,#8,8378,
22,Xaruurr,#44,#1,#36,#8,#4,#3,#15,#8,8379,
22,Drulthinorr,#0,#1,#3,#76,#2,#4,#15,#8,8380,
16,Sthritriuh,#129,#7,#122,#88,#5,#1,#4,#8,8381,
22,Friommeath,#86,#11,#60,#14,#6,#9,#15,#8,8382,
11,Egrea,#103,#12,#118,#79,#2,#6,#15,#2,8383,
25,Eszoku,#78,#7,#122,#15,#3,#4,#15,#8,8384,
15,Hodaarzhi,#93,#0,#122,#76,#7,#5,#15,#2,8385,
12,Hedhaon,#16,#7,#119,#69,#6,#0,#6,#8,8386,
22,Nophou,#55,#11,#55,#47,#0,#0,#15,#8,8387,
22,Vubo,#107,#5,#84,#27,#2,#5,#15,#8,8388,
22,Anriorza,#53,#3,#44,#67,#4,#2,#15,#8,8389,
22,Nuuzzinniu,#3,#0,#63,#47,#5,#5,#15,#8,8390,
22,Thizzealdois,#93,#13,#77,#34,#7,#2,#15,#8,8391,
22,Isthaashion,#31,#11,#88,#66,#3,#0,#15,#8,8392,
25,Slongi,#86,#10,#122,#41,#6,#1,#15,#8,8393,
22,Xoxtru,#97,#9,#21,#7,#4,#8,#15,#8,8394,
16,Tunuc,#93,#4,#122,#3,#2,#3,#8,#8,8395,
22,Sonirdu,#103,#6,#39,#14,#6,#4,#15,#8,8396,
22,Jecoubruux,#2,#9,#115,#68,#4,#9,#15,#8,8397,
22,Jaumaagnou,#34,#5,#73,#56,#4,#3,#15,#8,8398,
22,Drouphao,#80,#12,#45,#19,#6,#4,#15,#8,8399,
16,Krengaz,#79,#8,#122,#69,#2,#9,#11,#8,8400,
25,Phriasthellea,#95,#13,#122,#51,#7,#5,#15,#8,8401,
26,Ourac,#6,#8,#122,#2,#3,#10,#15,#8,8402,Game Token
12,Zanuszow,#37,#9,#93,#58,#0,#9,#8,#8,8403,
25,Vorphiabri,#18,#2,#122,#16,#3,#3,#15,#8,8404,
11,Vrikuszaoth,#107,#12,#105,#29,#1,#8,#15,#2,8405,
22,Blarto,#46,#10,#1,#83,#3,#4,#15,#8,8406,
12,Aorsishe,#79,#13,#42,#3,#1,#7,#1,#8,8407,
22,Khantarza,#4,#8,#121,#0,#1,#1,#15,#8,8408,
22,Graaphru,#86,#9,#14,#32,#7,#10,#15,#8,8409,
22,Drabesaus,#43,#11,#4,#63,#6,#5,#15,#8,8410,
22,Phrouphrurlau,#47,#13,#73,#58,#0,#7,#15,#8,8411,
22,Bregnurparr,#116,#1,#113,#40,#7,#2,#15,#8,8412,
16,Shraonguutrin,#85,#3,#122,#68,#6,#3,#1,#8,8413,
22,Blessephra,#121,#14,#81,#62,#6,#3,#15,#8,8414,
22,Theadulferth,#36,#10,#90,#81,#7,#0,#15,#8,8415,
26,Phruurnius,#117,#10,#122,#15,#4,#5,#15,#8,8416,Game Token
22,Yiamfaaziol,#91,#8,#97,#61,#2,#1,#15,#8,8417,
22,Laahrez,#56,#7,#71,#37,#4,#8,#15,#8,8418,
12,Blentengok,#2,#7,#17,#13,#0,#1,#7,#8,8419,
22,Iuxarso,#116,#11,#67,#73,#4,#6,#15,#8,8420,
22,Mimmokois,#49,#13,#32,#17,#3,#10,#15,#8,8421,
15,Muraolmur,#88,#9,#122,#66,#4,#3,#15,#3,8422,
25,Sthriuxhoi,#38,#9,#122,#59,#3,#10,#15,#8,8423,
22,Thrauxxiol,#79,#5,#33,#37,#2,#10,#15,#8,8424,
16,Dheandreazol,#11,#4,#122,#58,#1,#4,#8,#8,8425,
22,Girda,#90,#6,#55,#65,#4,#7,#15,#8,8426,
25,Gionno,#28,#3,#122,#77,#7,#4,#15,#8,8427,
22,Brartokiss,#20,#4,#40,#35,#7,#9,#15,#8,8428,
12,Wrealaa,#110,#0,#73,#68,#4,#7,#1,#8,8429,
16,Deake,#100,#8,#122,#62,#0,#4,#4,#8,8430,
25,Soitraonse,#15,#3,#122,#26,#5,#10,#15,#8,8431,
11,Kreboss,#109,#11,#94,#75,#0,#10,#15,#4,8432,
22,Crithazek,#114,#1,#77,#52,#2,#0,#15,#8,8433,
22,Khiolmaoth,#78,#1,#25,#57,#3,#6,#15,#8,8434,
25,Stuumakhio,#78,#4,#122,#15,#5,#10,#15,#8,8435,
22,Ibluxxec,#80,#5,#121,#77,#6,#6,#15,#8,8436,
22,Wenta,#94,#8,#97,#21,#1,#0,#15,#8,8437,
15,Ougnau,#48,#4,#122,#17,#1,#5,#15,#7,8438,
16,Herduthux,#126,#11,#122,#18,#4,#10,#9,#8,8439,
25,Shrauhlialdeh,#105,#6,#122,#67,#2,#1,#15,#8,8440,
22,Crontuuw,#11,#14,#12,#78,#1,#8,#15,#8,8441,
5,Yahorzaw,#112,#3,#122,#64,#1,#1,#0,#1,8442,
2,Pithrirr,#87,#6,#24,#8,#5,#6,#2,#2,8443,
22,Wugroi,#131,#7,#74,#76,#7,#0,#15,#8,8444,
22,Thoirphiuth,#110,#2,#54,#66,#3,#8,#15,#8,8445,
22,Ciusthoutriz,#8,#13,#111,#37,#7,#7,#15,#8,8446,
11,Sliona,#71,#7,#23,#6,#5,#6,#15,#7,8447,
25,Wriagak,#16,#4,#122,#74,#4,#3,#15,#8,8448,
15,Kruphew,#117,#3,#122,#0,#1,#2,#15,#1,8449,
16,Vrassurkuc,#129,#4,#122,#4,#7,#1,#5,#8,8450,
22,Prorzommiz,#53,#2,#101,#27,#2,#7,#15,#8,8451,
25,Brommaa,#72,#10,#122,#49,#1,#10,#15,#8,8452,
25,Nazenta,#0,#8,#122,#3,#1,#2,#15,#8,8453,
22,Iondriolthoi,#123,#5,#45,#35,#1,#10,#15,#8,8454,
22,Krugriurth,#99,#5,#4,#14,#3,#1,#15,#8,8455,
25,Yiokrias,#37,#6,#122,#8,#1,#0,#15,#8,8456,
26,Agholdess,#52,#11,#122,#85,#1,#5,#15,#8,8457,Game Token
22,Stoumen,#81,#5,#39,#55,#5,#5,#15,#8,8458,
12,Blouchois,#25,#0,#77,#29,#1,#9,#5,#8,8459,
25,Gejirzurth,#62,#8,#122,#35,#3,#7,#15,#8,8460,
25,Aakkek,#82,#5,#122,#31,#2,#3,#15,#8,8461,
25,Oikneghott,#25,#2,#122,#42,#4,#3,#15,#8,8462,
22,Sthacaahew,#7,#10,#20,#48,#3,#5,#15,#8,8463,
26,Slugornaos,#110,#2,#122,#3,#1,#4,#15,#8,8464,Game Token
22,Jissoc,#100,#12,#37,#1,#4,#1,#15,#8,8465,
22,Rindralfiz,#81,#5,#66,#2,#7,#8,#15,#8,8466,
22,Biuchao,#37,#7,#15,#22,#0,#9,#15,#8,8467,
12,Jighestrun,#72,#13,#15,#23,#3,#1,#10,#8,8468,
22,Sthuulau,#58,#10,#96,#23,#6,#10,#15,#8,8469,
22,Xoulaah,#49,#3,#90,#68,#3,#9,#15,#8,8470,
12,Xerax,#101,#4,#48,#6,#2,#3,#12,#8,8471,
22,Jiuhleachiu,#20,#3,#115,#40,#5,#10,#15,#8,8472,
12,Caolphaos,#86,#5,#32,#65,#0,#10,#13,#8,8473,
22,Saszin,#105,#12,#74,#78,#7,#0,#15,#8,8474,
22,Ishiossioz,#129,#1,#65,#24,#0,#4,#15,#8,8475,
22,Thrartuurtis,#17,#12,#51,#63,#0,#4,#15,#8,8476,
22,Mougnulthia,#97,#7,#83,#5,#1,#0,#15,#8,8477,
22,Pabhialia,#60,#12,#70,#82,#5,#1,#15,#8,8478,
12,Striothor,#84,#2,#89,#39,#1,#8,#11,#8,8479,
16,Phraohraalphao,#123,#1,#122,#10,#3,#7,#11,#8,8480,
25,Driltholthi,#126,#10,#122,#38,#4,#9,#15,#8,8481,
22,Biaheazoz,#111,#11,#9,#26,#3,#8,#15,#8,8482,
12,Wronthiursor,#125,#7,#93,#16,#7,#4,#14,#8,8483,
22,Yogga,#73,#5,#87,#19,#5,#8,#15,#8,8484,
22,Siugnaal,#70,#6,#114,#46,#0,#7,#15,#8,8485,
