id,uniquenessIndex,name,backgroundId,skullGene,hairGene,eyesGene,noseGene,teethGene,bonesGene,beardGene,skills,rank,gameToken,intelligence,strength,dexterity,stamina,accuracy,speed,fireLord,regenerationLord,iceLord,poisonLord,lightningLord,archmage,immortal
7846,22,Wralluugiu,18,13,36,83,3,9,15,8,['FAST_KICK'],0,False,9,10,8,9,1,4,False,False,False,False,False,False,False
7847,22,Shresthauhraus,107,11,60,62,4,7,15,8,['FAST_KICK'],0,False,7,11,6,10,1,6,False,False,False,False,False,False,False
7848,22,Aoldakkaoss,12,9,37,31,0,1,15,8,['FAST_KICK'],0,False,9,8,5,12,2,4,False,False,False,False,False,False,False
7849,16,Sthiukrius,47,7,122,15,6,10,12,8,"['ICE_LORD', 'IRON_FISTS']",0,False,9,3,9,7,2,1,False,False,True,False,False,False,False
7850,25,Jiddir,38,12,122,64,5,4,15,8,"['IRON_FISTS', 'FAST_KICK']",0,False,15,6,1,5,2,2,False,False,False,False,False,False,False
7851,22,Iuchiol,125,5,16,6,1,6,15,8,['FAST_KICK'],0,False,6,11,5,12,2,4,False,False,False,False,False,False,False
7852,22,Wreashukhiz,10,0,74,27,3,6,15,8,['FAST_KICK'],0,False,4,15,4,9,1,8,False,False,False,False,False,False,False
7853,22,Throiszi,26,5,99,16,4,7,15,8,['FAST_KICK'],0,False,13,2,5,4,8,8,False,False,False,False,False,False,False
7854,25,Chura,25,14,122,26,3,7,15,8,"['IRON_FISTS', 'FAST_KICK']",0,False,5,7,3,9,1,6,False,False,False,False,False,False,False
7855,22,Llirrissoiz,51,11,104,83,4,6,15,8,['FAST_KICK'],0,False,6,14,5,15,1,1,False,False,False,False,False,False,False
7856,25,Viuciu,35,10,122,44,3,2,15,8,"['IRON_FISTS', 'FAST_KICK']",0,False,9,9,3,9,1,1,False,False,False,False,False,False,False
7857,22,Paarzeghun,56,7,75,58,1,10,15,8,['FAST_KICK'],0,False,6,13,6,9,2,4,False,False,False,False,False,False,False
7858,22,Banthaass,103,7,31,21,3,8,15,8,['FAST_KICK'],0,False,6,6,11,9,4,4,False,False,False,False,False,False,False
7859,22,Bexigno,109,14,99,57,7,4,15,8,['FAST_KICK'],0,False,6,1,11,10,6,6,False,False,False,False,False,False,False
7860,25,Vrakrethrer,23,1,122,79,5,5,15,8,"['IRON_FISTS', 'FAST_KICK']",0,False,10,4,1,1,2,14,False,False,False,False,False,False,False
7861,15,Gaaxha,56,2,122,86,7,10,15,1,"['ARCHMAGE', 'FAST_KICK']",0,False,12,10,1,6,1,2,False,False,False,False,False,True,False
7862,22,Onurr,11,7,8,76,4,4,15,8,['FAST_KICK'],0,False,10,7,10,5,8,1,False,False,False,False,False,False,False
7863,22,Frinthaullaa,75,13,52,5,5,3,15,8,['FAST_KICK'],0,False,12,4,6,2,8,8,False,False,False,False,False,False,False
7864,22,Noilrek,102,3,112,85,6,10,15,8,['FAST_KICK'],0,False,12,10,5,11,1,2,False,False,False,False,False,False,False
7865,25,Wrorzhegohr,56,1,122,76,2,6,15,8,"['IRON_FISTS', 'FAST_KICK']",0,False,14,6,1,2,1,8,False,False,False,False,False,False,False
7866,11,Rarsagix,101,5,99,4,0,1,15,7,"['ARCHMAGE', 'FAST_KICK']",0,False,8,1,14,4,12,2,False,False,False,False,False,True,False
7867,22,Muurzhok,117,14,114,87,7,1,15,8,['FAST_KICK'],0,False,6,3,8,11,6,6,False,False,False,False,False,False,False
7868,25,Dheantobbaal,21,11,122,12,2,6,15,8,"['IRON_FISTS', 'FAST_KICK']",0,False,1,12,1,10,3,5,False,False,False,False,False,False,False
7869,22,Zekkiz,127,13,8,84,1,0,15,8,['FAST_KICK'],0,False,4,11,6,13,6,1,False,False,False,False,False,False,False
7870,25,Bheatrous,53,7,122,18,6,2,15,8,"['IRON_FISTS', 'FAST_KICK']",0,False,8,3,6,3,2,8,False,False,False,False,False,False,False
7871,25,Hiandre,27,3,122,22,6,1,15,8,"['IRON_FISTS', 'FAST_KICK']",0,False,10,6,2,1,6,6,False,False,False,False,False,False,False
7872,25,Siabbou,32,12,122,51,1,3,15,8,"['IRON_FISTS', 'FAST_KICK']",0,False,10,7,1,6,6,1,False,False,False,False,False,False,False
7873,22,Drashath,2,11,16,64,7,1,15,8,['FAST_KICK'],0,False,9,15,3,7,2,4,False,False,False,False,False,False,False
7874,22,Ludrorr,73,2,63,56,0,3,15,8,['FAST_KICK'],0,False,8,15,2,7,6,2,False,False,False,False,False,False,False
7875,22,Kheakroulma,121,1,4,56,7,2,15,8,['FAST_KICK'],0,False,8,11,2,11,1,8,False,False,False,False,False,False,False
7876,26,Geatallan,17,11,122,71,3,0,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,1,18,1,10,1,2,False,False,False,False,False,False,True
7877,16,Ciorsaas,91,6,122,14,7,3,0,8,"['POISON_LORD', 'IRON_FISTS']",0,False,3,1,3,5,15,3,False,False,False,True,False,False,False
7878,25,Draocouceah,113,14,122,39,0,9,15,8,"['IRON_FISTS', 'FAST_KICK']",0,False,3,2,10,15,1,1,False,False,False,False,False,False,False
7879,12,Kuthres,71,7,81,33,5,7,13,8,['ICE_LORD'],0,False,14,3,6,3,4,10,False,False,True,False,False,False,False
7880,22,Gloigniu,116,14,105,4,2,10,15,8,['FAST_KICK'],0,False,3,8,11,16,2,1,False,False,False,False,False,False,False
7881,2,Wrilduungauz,32,7,118,69,1,0,8,3,"['FIRE_LORD', 'ARCHMAGE']",0,False,6,8,10,14,2,1,True,False,False,False,False,True,False
7882,22,Chirchuszorth,60,4,118,40,3,10,15,8,['FAST_KICK'],0,False,12,6,4,14,1,4,False,False,False,False,False,False,False
7883,16,Staorsearphaaz,16,13,122,48,1,4,1,8,"['POISON_LORD', 'IRON_FISTS']",0,False,9,10,3,4,1,4,False,False,False,True,False,False,False
7884,12,Plounuz,18,8,97,72,3,4,9,8,['REGENERATION_LORD'],0,False,7,8,6,9,1,10,False,True,False,False,False,False,False
7885,2,Wrophriurphaus,4,12,12,20,5,3,8,6,"['FIRE_LORD', 'ARCHMAGE']",0,False,12,14,3,11,1,1,True,False,False,False,False,True,False
7886,22,Siosean,60,7,51,31,3,3,15,8,['FAST_KICK'],0,False,15,2,9,8,2,4,False,False,False,False,False,False,False
7887,22,Weazuntios,65,10,70,16,6,5,15,8,['FAST_KICK'],0,False,10,6,4,10,8,2,False,False,False,False,False,False,False
7888,22,Khokhehirth,51,9,78,18,0,7,15,8,['FAST_KICK'],0,False,10,9,2,7,1,12,False,False,False,False,False,False,False
7889,22,Lliobbean,31,12,95,30,7,10,15,8,['FAST_KICK'],0,False,14,10,3,7,1,6,False,False,False,False,False,False,False
7890,22,Xinirm,7,11,16,26,0,8,15,8,['FAST_KICK'],0,False,3,20,3,12,1,2,False,False,False,False,False,False,False
7891,22,Oidhaalo,72,8,87,57,1,2,15,8,['FAST_KICK'],0,False,3,1,13,11,6,6,False,False,False,False,False,False,False
7892,22,Shroidrulliuh,82,1,79,75,2,10,15,8,['FAST_KICK'],0,False,11,8,1,2,6,12,False,False,False,False,False,False,False
7893,22,Srilmotre,88,10,112,9,2,5,15,8,['FAST_KICK'],0,False,7,13,1,11,6,2,False,False,False,False,False,False,False
7894,22,Threggozzirr,125,11,73,71,6,5,15,8,['FAST_KICK'],0,False,1,19,2,19,1,1,False,False,False,False,False,False,False
7895,22,Chiadduur,10,14,119,80,5,8,15,8,['FAST_KICK'],0,False,8,8,8,10,6,1,False,False,False,False,False,False,False
7896,25,Proixtrirsiss,111,3,122,85,7,9,15,8,"['IRON_FISTS', 'FAST_KICK']",0,False,6,9,5,10,1,1,False,False,False,False,False,False,False
7897,12,Sthraodea,87,7,24,71,2,9,2,8,['LIGHTNING_LORD'],0,False,2,8,8,8,14,1,False,False,False,False,True,False,False
7898,2,Shrennoil,85,8,88,23,5,4,9,2,"['ARCHMAGE', 'REGENERATION_LORD']",0,False,1,3,14,14,8,1,False,True,False,False,False,True,False
7899,12,Uszeanra,91,0,37,51,3,2,12,8,['ICE_LORD'],0,False,8,8,2,4,14,4,False,False,True,False,False,False,False
7900,16,Thagrumex,120,4,122,60,4,0,10,8,"['FIRE_LORD', 'IRON_FISTS']",0,False,8,5,2,7,1,8,True,False,False,False,False,False,False
7901,12,Ghittath,101,8,30,21,0,1,8,8,['FIRE_LORD'],0,False,7,1,12,8,4,8,True,False,False,False,False,False,False
7902,16,Sialduun,99,2,122,27,7,4,10,8,"['FIRE_LORD', 'IRON_FISTS']",0,False,7,4,7,4,2,6,True,False,False,False,False,False,False
7903,15,Muunaju,86,5,122,27,7,10,15,7,"['ARCHMAGE', 'FAST_KICK']",0,False,8,2,2,2,8,8,False,False,False,False,False,True,False
7904,26,Strintolmu,11,11,122,55,3,5,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,3,14,3,10,1,1,False,False,False,False,False,False,True
7905,25,Glaummaostra,45,2,122,76,3,3,15,8,"['IRON_FISTS', 'FAST_KICK']",0,False,18,9,1,3,1,1,False,False,False,False,False,False,False
7906,16,Esussul,105,1,122,25,7,2,14,8,"['ICE_LORD', 'IRON_FISTS']",0,False,2,4,7,11,1,6,False,False,True,False,False,False,False
7907,25,Slecenda,77,5,122,20,5,2,15,8,"['IRON_FISTS', 'FAST_KICK']",0,False,14,4,2,1,8,2,False,False,False,False,False,False,False
7908,25,Yaubhuudrou,93,9,122,28,3,5,15,8,"['IRON_FISTS', 'FAST_KICK']",0,False,1,8,8,12,2,1,False,False,False,False,False,False,False
7909,22,Dhaamaan,109,10,97,5,5,1,15,8,['FAST_KICK'],0,False,7,7,6,12,1,8,False,False,False,False,False,False,False
7910,25,Heasio,110,13,122,74,1,4,15,8,"['IRON_FISTS', 'FAST_KICK']",0,False,6,3,11,10,1,1,False,False,False,False,False,False,False
7911,11,Plaozao,87,12,72,34,2,9,15,7,"['ARCHMAGE', 'FAST_KICK']",0,False,10,6,6,12,6,1,False,False,False,False,False,True,False
7912,22,Gagniol,128,0,30,41,3,9,15,8,['FAST_KICK'],0,False,1,17,1,13,1,8,False,False,False,False,False,False,False
7913,12,Cokunraal,2,11,105,2,7,5,6,8,['REGENERATION_LORD'],0,False,9,15,3,9,2,2,False,True,False,False,False,False,False
7914,22,Raaldean,84,6,23,16,5,8,15,8,['FAST_KICK'],0,False,8,1,8,5,18,1,False,False,False,False,False,False,False
7915,22,Blungaanurth,12,2,30,21,2,6,15,8,['FAST_KICK'],0,False,13,10,1,4,2,10,False,False,False,False,False,False,False
7916,25,Khiornonthaa,78,3,122,78,3,10,15,8,"['IRON_FISTS', 'FAST_KICK']",0,False,14,5,2,1,6,2,False,False,False,False,False,False,False
7917,2,Grersemek,69,7,28,51,4,5,4,3,"['ARCHMAGE', 'LIGHTNING_LORD']",0,False,7,6,7,8,10,2,False,False,False,False,True,True,False
7918,22,Vrebritt,106,10,32,59,4,1,15,8,['FAST_KICK'],0,False,3,5,8,18,3,3,False,False,False,False,False,False,False
7919,26,Khaorlothauh,78,4,122,46,2,10,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,14,4,2,2,6,2,False,False,False,False,False,False,True
7920,25,Ghultis,65,8,122,78,5,9,15,8,"['IRON_FISTS', 'FAST_KICK']",0,False,12,1,5,6,2,4,False,False,False,False,False,False,False
7921,12,Phiuchuurreth,43,12,93,49,2,9,14,8,['ICE_LORD'],0,False,15,5,1,10,5,5,False,False,True,False,False,False,False
7922,12,Viobhioth,10,10,85,20,2,2,13,8,['ICE_LORD'],0,False,9,12,9,8,2,1,False,False,True,False,False,False,False
7923,22,Khignukutt,30,7,7,41,2,5,15,8,['FAST_KICK'],0,False,4,7,8,7,8,6,False,False,False,False,False,False,False
7924,22,Irpoitt,23,2,65,52,3,6,15,8,['FAST_KICK'],0,False,14,8,6,4,2,6,False,False,False,False,False,False,False
7925,11,Freakrius,128,7,109,78,1,5,15,7,"['ARCHMAGE', 'FAST_KICK']",0,False,8,8,6,8,2,8,False,False,False,False,False,True,False
7926,22,Pleangauszoun,82,11,119,19,2,10,15,8,['FAST_KICK'],0,False,7,15,1,11,6,1,False,False,False,False,False,False,False
7927,22,Wredder,115,7,6,53,7,7,15,8,['FAST_KICK'],0,False,6,2,13,13,4,2,False,False,False,False,False,False,False
7928,16,Biuxaa,27,13,122,17,4,1,6,8,"['IRON_FISTS', 'REGENERATION_LORD']",0,False,5,5,3,5,3,9,False,True,False,False,False,False,False
7929,22,Sthrurritreth,117,4,36,85,1,2,15,8,['FAST_KICK'],0,False,12,9,2,13,1,4,False,False,False,False,False,False,False
7930,12,Kaorourral,26,12,42,65,6,9,0,8,['POISON_LORD'],0,False,7,4,7,10,6,6,False,False,False,True,False,False,False
7931,22,Honnuulfe,15,13,37,11,2,4,15,8,['FAST_KICK'],0,False,9,9,3,7,5,7,False,False,False,False,False,False,False
7932,22,Bethe,31,1,73,14,2,9,15,8,['FAST_KICK'],0,False,4,6,2,10,3,15,False,False,False,False,False,False,False
7933,22,Ulrac,111,11,68,0,6,10,15,8,['FAST_KICK'],0,False,8,8,5,9,2,8,False,False,False,False,False,False,False
7934,25,Wrenuzzurth,82,6,122,12,2,3,15,8,"['IRON_FISTS', 'FAST_KICK']",0,False,3,1,3,5,15,3,False,False,False,False,False,False,False
7935,26,Xirzhignox,66,11,122,85,3,4,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,6,11,1,9,2,2,False,False,False,False,False,False,True
7936,12,Mandu,5,14,75,20,6,3,6,8,['REGENERATION_LORD'],0,False,12,13,6,9,1,1,False,True,False,False,False,False,False
7937,25,Blodhao,88,4,122,78,1,8,15,8,"['IRON_FISTS', 'FAST_KICK']",0,False,13,3,1,3,6,4,False,False,False,False,False,False,False
7938,22,Unthordirth,9,5,9,3,7,4,15,8,['FAST_KICK'],0,False,11,3,11,3,10,2,False,False,False,False,False,False,False
7939,22,Sthridiolrourm,122,6,113,52,0,3,15,8,['FAST_KICK'],0,False,8,5,8,7,10,2,False,False,False,False,False,False,False
7940,22,Staonteakial,69,11,64,56,5,4,15,8,['FAST_KICK'],0,False,8,14,1,8,2,8,False,False,False,False,False,False,False
7941,11,Sthaaroithaz,13,12,67,42,5,3,15,2,"['ARCHMAGE', 'FAST_KICK']",0,False,9,14,1,13,1,4,False,False,False,False,False,True,False
7942,22,Karketh,128,13,77,46,6,3,15,8,['FAST_KICK'],0,False,9,11,3,11,3,3,False,False,False,False,False,False,False
7943,25,Phreanguusthih,97,13,122,50,0,10,15,8,"['IRON_FISTS', 'FAST_KICK']",0,False,5,3,11,3,8,1,False,False,False,False,False,False,False
7944,22,Shiubirsu,17,13,52,46,3,3,15,8,['FAST_KICK'],0,False,15,12,3,4,2,4,False,False,False,False,False,False,False
7945,25,Gabria,110,2,122,54,6,2,15,8,"['IRON_FISTS', 'FAST_KICK']",0,False,6,5,7,12,1,1,False,False,False,False,False,False,False
7946,22,Proikhioz,51,3,51,27,3,1,15,8,['FAST_KICK'],0,False,19,9,1,3,1,8,False,False,False,False,False,False,False
7947,22,Pogrerr,94,6,51,52,7,6,15,8,['FAST_KICK'],0,False,8,1,14,5,10,2,False,False,False,False,False,False,False
7948,22,Phreasuku,12,0,71,80,0,2,15,8,['FAST_KICK'],0,False,2,12,8,6,8,4,False,False,False,False,False,False,False
7949,16,Sliphroxtro,62,4,122,78,7,2,14,8,"['ICE_LORD', 'IRON_FISTS']",0,False,18,2,1,2,2,6,False,False,True,False,False,False,False
7950,15,Threphorchirr,110,12,122,21,0,9,15,2,"['ARCHMAGE', 'FAST_KICK']",0,False,9,2,5,10,2,2,False,False,False,False,False,True,False
7951,11,Maottotrial,71,12,8,26,4,8,15,1,"['ARCHMAGE', 'FAST_KICK']",0,False,10,8,1,11,8,2,False,False,False,False,False,True,False
7952,22,Prorsupha,96,4,51,38,6,0,15,8,['FAST_KICK'],0,False,12,2,12,6,4,4,False,False,False,False,False,False,False
7953,22,Crogregnuhr,10,5,3,49,3,2,15,8,['FAST_KICK'],0,False,21,7,3,1,4,4,False,False,False,False,False,False,False
7954,11,Oukhuxhuu,61,9,49,32,5,8,15,5,"['ARCHMAGE', 'FAST_KICK']",0,False,12,12,2,12,1,2,False,False,False,False,False,True,False
7955,11,Auttallou,27,8,120,30,4,9,15,1,"['ARCHMAGE', 'FAST_KICK']",0,False,6,6,9,7,1,12,False,False,False,False,False,True,False
7956,12,Krouxiz,91,2,38,70,3,7,10,8,['FIRE_LORD'],0,False,13,9,1,7,8,2,True,False,False,False,False,False,False
7957,2,Zezisoth,70,4,82,7,5,5,13,3,"['ARCHMAGE', 'ICE_LORD']",0,False,18,3,2,7,4,6,False,False,True,False,False,True,False
7958,25,Plouzzau,50,12,122,84,7,6,15,8,"['IRON_FISTS', 'FAST_KICK']",0,False,9,7,2,12,1,1,False,False,False,False,False,False,False
7959,15,Threaddabbu,76,13,122,73,1,4,15,6,"['ARCHMAGE', 'FAST_KICK']",0,False,5,9,5,3,6,2,False,False,False,False,False,True,False
7960,22,Thuszo,82,6,93,63,3,10,15,8,['FAST_KICK'],0,False,9,2,3,6,15,5,False,False,False,False,False,False,False
7961,25,Phuunsa,22,3,122,8,4,3,15,8,"['IRON_FISTS', 'FAST_KICK']",0,False,8,11,1,5,1,6,False,False,False,False,False,False,False
7962,22,Srithrerdorr,79,12,53,53,7,4,15,8,['FAST_KICK'],0,False,7,2,9,10,12,1,False,False,False,False,False,False,False
7963,22,Zauxholthaol,83,7,84,49,4,9,15,8,['FAST_KICK'],0,False,9,1,9,3,16,2,False,False,False,False,False,False,False
7964,22,Grahess,81,6,73,52,3,6,15,8,['FAST_KICK'],0,False,4,2,12,8,14,1,False,False,False,False,False,False,False
7965,25,Ikkec,8,3,122,73,6,3,15,8,"['IRON_FISTS', 'FAST_KICK']",0,False,9,13,3,3,1,2,False,False,False,False,False,False,False
7966,26,Ceshaoxhao,1,12,122,25,3,0,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,3,4,2,15,3,3,False,False,False,False,False,False,True
7967,22,Urdir,93,0,81,81,1,1,15,8,['FAST_KICK'],0,False,7,8,7,6,8,4,False,False,False,False,False,False,False
7968,22,Torrastrez,131,5,64,16,0,6,15,8,['FAST_KICK'],0,False,11,7,3,9,2,8,False,False,False,False,False,False,False
7969,22,Ondriathrioth,128,14,44,27,5,2,15,8,['FAST_KICK'],0,False,4,11,4,15,1,6,False,False,False,False,False,False,False
7970,22,Guuszinith,90,9,104,6,7,9,15,8,['FAST_KICK'],0,False,1,8,8,17,6,1,False,False,False,False,False,False,False
7971,22,Guxtrus,119,11,94,51,4,6,15,8,['FAST_KICK'],0,False,3,11,3,11,6,6,False,False,False,False,False,False,False
7972,26,Sebildoi,21,13,122,26,2,5,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,3,14,3,8,1,2,False,False,False,False,False,False,True
7973,22,Trouthurta,36,9,51,83,7,9,15,8,['FAST_KICK'],0,False,12,7,7,12,1,2,False,False,False,False,False,False,False
7974,12,Custribrux,48,1,86,34,2,2,10,8,['FIRE_LORD'],0,False,15,9,1,3,6,6,True,False,False,False,False,False,False
7975,22,Bouciasioh,66,13,25,74,1,6,15,8,['FAST_KICK'],0,False,12,3,12,7,4,2,False,False,False,False,False,False,False
7976,11,Vosouh,114,7,79,42,7,9,15,6,"['ARCHMAGE', 'FAST_KICK']",0,False,6,10,8,14,2,1,False,False,False,False,False,True,False
7977,25,Yiugaldia,114,5,122,75,0,5,15,8,"['IRON_FISTS', 'FAST_KICK']",0,False,8,4,2,6,2,8,False,False,False,False,False,False,False
7978,22,Giongel,7,5,89,88,3,2,15,8,['FAST_KICK'],0,False,9,14,3,8,2,4,False,False,False,False,False,False,False
7979,22,Glarphothaa,78,13,8,87,6,8,15,8,['FAST_KICK'],0,False,7,5,7,3,12,6,False,False,False,False,False,False,False
7980,22,Teshao,15,8,67,36,2,8,15,8,['FAST_KICK'],0,False,12,7,5,8,2,6,False,False,False,False,False,False,False
7981,15,Siarniu,95,3,122,66,2,9,15,2,"['ARCHMAGE', 'FAST_KICK']",0,False,7,5,7,3,8,1,False,False,False,False,False,True,False
7982,11,Xaandru,57,2,70,37,5,10,15,6,"['ARCHMAGE', 'FAST_KICK']",0,False,15,5,3,3,12,2,False,False,False,False,False,True,False
7983,12,Lexea,64,8,77,13,4,0,8,8,['FIRE_LORD'],0,False,6,1,5,13,8,8,True,False,False,False,False,False,False
7984,22,Rungau,114,12,30,28,6,7,15,8,['FAST_KICK'],0,False,4,11,3,16,1,6,False,False,False,False,False,False,False
7985,25,Frephiu,83,7,122,73,5,8,15,8,"['IRON_FISTS', 'FAST_KICK']",0,False,1,7,7,5,8,2,False,False,False,False,False,False,False
7986,22,Bhouthramfial,130,4,0,12,2,4,15,8,['FAST_KICK'],0,False,6,6,1,14,6,8,False,False,False,False,False,False,False
7987,15,Gialruc,1,12,122,72,6,1,15,7,"['ARCHMAGE', 'FAST_KICK']",0,False,4,3,1,10,3,9,False,False,False,False,False,True,False
7988,22,Vogu,41,3,54,75,7,1,15,8,['FAST_KICK'],0,False,15,11,1,1,6,6,False,False,False,False,False,False,False
7989,22,Thiorsaan,39,2,85,58,3,5,15,8,['FAST_KICK'],0,False,12,13,6,5,2,2,False,False,False,False,False,False,False
7990,22,Rurpoingioth,122,13,95,20,7,6,15,8,['FAST_KICK'],0,False,15,15,3,7,1,1,False,False,False,False,False,False,False
7991,25,Istho,10,13,122,20,1,9,15,8,"['IRON_FISTS', 'FAST_KICK']",0,False,12,10,6,2,1,1,False,False,False,False,False,False,False
7992,15,Srustrarzuth,19,14,122,21,0,4,15,0,"['ARCHMAGE', 'FAST_KICK']",0,False,9,6,3,6,2,4,False,False,False,False,False,True,False
7993,26,Martois,43,5,122,21,1,0,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,18,3,1,1,4,4,False,False,False,False,False,False,True
7994,25,Undistrurth,63,8,122,39,1,8,15,8,"['IRON_FISTS', 'FAST_KICK']",0,False,6,1,10,10,2,2,False,False,False,False,False,False,False
7995,22,Fraachao,119,12,92,49,5,4,15,8,['FAST_KICK'],0,False,9,10,2,13,2,4,False,False,False,False,False,False,False
7996,16,Siltheasauhr,82,4,122,30,0,4,4,8,"['IRON_FISTS', 'LIGHTNING_LORD']",0,False,10,5,4,3,6,2,False,False,False,False,True,False,False
7997,22,Vrazophrok,130,8,105,76,6,7,15,8,['FAST_KICK'],0,False,6,14,5,15,1,1,False,False,False,False,False,False,False
7998,22,Vauggu,108,2,19,26,2,8,15,8,['FAST_KICK'],0,False,12,12,5,11,1,1,False,False,False,False,False,False,False
7999,12,Gruxakne,21,11,101,61,5,2,9,8,['REGENERATION_LORD'],0,False,6,15,6,9,2,2,False,True,False,False,False,False,False
8000,22,Anru,69,7,41,4,4,9,15,8,['FAST_KICK'],0,False,6,1,18,6,8,2,False,False,False,False,False,False,False
8001,11,Gadelfohr,79,10,78,45,0,8,15,1,"['ARCHMAGE', 'FAST_KICK']",0,False,6,9,2,5,6,12,False,False,False,False,False,True,False
8002,16,Chukkaknuhr,60,8,122,1,2,9,4,8,"['IRON_FISTS', 'LIGHTNING_LORD']",0,False,12,4,5,7,1,2,False,False,False,False,True,False,False
8003,22,Giulthorr,33,1,62,48,7,9,15,8,['FAST_KICK'],0,False,14,7,1,5,3,11,False,False,False,False,False,False,False
8004,22,Shaannuulfao,70,8,41,65,4,1,15,8,['FAST_KICK'],0,False,8,1,13,7,10,2,False,False,False,False,False,False,False
8005,26,Xittountho,82,5,122,3,2,9,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,9,1,3,1,14,2,False,False,False,False,False,False,True
8006,22,Giolfaath,122,3,82,66,0,8,15,8,['FAST_KICK'],0,False,13,10,1,6,8,2,False,False,False,False,False,False,False
8007,22,Prixaz,2,0,88,39,0,6,15,8,['FAST_KICK'],0,False,3,11,10,14,1,2,False,False,False,False,False,False,False
8008,22,Slethrak,21,13,104,55,6,6,15,8,['FAST_KICK'],0,False,3,19,3,13,1,2,False,False,False,False,False,False,False
8009,22,Dhiuphraunthiaz,16,5,94,45,1,2,15,8,['FAST_KICK'],0,False,10,10,1,2,2,16,False,False,False,False,False,False,False
8010,12,Ohraorsia,9,10,10,58,5,4,0,8,['POISON_LORD'],0,False,3,14,8,13,1,2,False,False,False,True,False,False,False
8011,22,Sthuunnau,42,4,93,85,7,9,15,8,['FAST_KICK'],0,False,12,9,1,11,3,5,False,False,False,False,False,False,False
8012,15,Shouthios,75,2,122,21,5,10,15,2,"['ARCHMAGE', 'FAST_KICK']",0,False,14,3,2,1,8,2,False,False,False,False,False,True,False
8013,12,Stauxo,87,10,43,26,5,9,5,8,['FIRE_LORD'],0,False,1,13,3,17,6,1,True,False,False,False,False,False,False
8014,2,Oukantos,7,9,0,68,1,4,13,1,"['ARCHMAGE', 'ICE_LORD']",0,False,3,5,10,16,3,3,False,False,True,False,False,True,False
8015,15,Iaru,1,1,122,72,1,0,15,1,"['ARCHMAGE', 'FAST_KICK']",0,False,3,3,1,5,3,15,False,False,False,False,False,True,False
8016,22,Dasel,117,3,14,1,1,0,15,8,['FAST_KICK'],0,False,12,15,2,11,1,1,False,False,False,False,False,False,False
8017,22,Demfuumla,46,1,85,1,5,7,15,8,['FAST_KICK'],0,False,14,8,6,4,2,6,False,False,False,False,False,False,False
8018,22,Hamaphro,98,2,68,43,4,3,15,8,['FAST_KICK'],0,False,13,4,7,4,4,8,False,False,False,False,False,False,False
8019,22,Preba,115,13,5,80,4,10,15,8,['FAST_KICK'],0,False,11,5,7,7,8,2,False,False,False,False,False,False,False
8020,22,Lomalfok,21,1,33,31,6,3,15,8,['FAST_KICK'],0,False,7,10,3,6,1,14,False,False,False,False,False,False,False
8021,22,Liltagnohr,66,3,20,49,1,3,15,8,['FAST_KICK'],0,False,24,5,1,1,4,6,False,False,False,False,False,False,False
8022,25,Lliona,130,8,122,26,4,7,15,8,"['IRON_FISTS', 'FAST_KICK']",0,False,1,10,5,15,1,1,False,False,False,False,False,False,False
8023,22,Xioggelrutt,9,5,14,4,0,6,15,8,['FAST_KICK'],0,False,9,9,9,7,4,2,False,False,False,False,False,False,False
8024,15,Chaphraszox,15,5,122,78,4,2,15,3,"['ARCHMAGE', 'FAST_KICK']",0,False,12,7,1,3,2,6,False,False,False,False,False,True,False
8025,25,Lugro,107,5,122,24,0,0,15,8,"['IRON_FISTS', 'FAST_KICK']",0,False,6,1,10,10,2,2,False,False,False,False,False,False,False
8026,22,Xeghek,44,10,31,87,1,3,15,8,['FAST_KICK'],0,False,7,15,1,9,1,8,False,False,False,False,False,False,False
8027,25,Sloummiortirr,10,7,122,52,1,5,15,8,"['IRON_FISTS', 'FAST_KICK']",0,False,3,3,15,5,4,1,False,False,False,False,False,False,False
8028,22,Grakraurza,23,11,61,37,7,0,15,8,['FAST_KICK'],0,False,6,10,2,4,6,12,False,False,False,False,False,False,False
8029,22,Shraudraul,42,9,99,59,0,3,15,8,['FAST_KICK'],0,False,11,5,7,11,6,1,False,False,False,False,False,False,False
8030,12,Hokurkuw,129,10,100,77,5,0,1,8,['POISON_LORD'],0,False,7,15,1,11,6,1,False,False,False,True,False,False,False
8031,22,Etreas,92,11,37,21,2,10,15,8,['FAST_KICK'],0,False,12,6,6,6,6,4,False,False,False,False,False,False,False
8032,22,Vraamorturm,111,7,90,17,1,1,15,8,['FAST_KICK'],0,False,1,6,11,15,5,3,False,False,False,False,False,False,False
8033,15,Khebheathraus,111,11,122,13,0,6,15,4,"['ARCHMAGE', 'FAST_KICK']",0,False,1,6,5,13,3,3,False,False,False,False,False,True,False
